Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,y
11,1,30,0,2443,42,39,31,3,1,1,30,258.1357537982242,1
13,1,37,0,2763,47,41,31,3,1,2,40,191.823798604066,1
5,0,39,0,933,14,18,6,4,1,2,45,70.26136121648562,1
0,0,35,0,0,0,0,0,3,1,2,30,0.0,1
0,0,36,0,7,3,3,4,3,1,2,30,15.597159224770815,1
29,0,31,0,1970,57,28,17,3,1,1,30,194.73154245502383,1
13,0,29,0,572,34,3,10,2,1,2,28,32.75151990521702,1
29,1,37,0,1378,54,32,22,3,1,2,30,187.92501140117332,1
0,0,35,0,0,0,25,0,2,1,2,28,102.97728476308409,1
0,0,6,0,993,11,0,2,2,1,1,25,45.19789945069668,1
9,1,36,0,2582,39,9,21,3,1,2,33,120.21699349785048,1
0,0,35,0,0,0,0,0,3,1,2,30,0.0,1
5,1,12,1,1493,23,7,7,3,1,1,30,92.1105829583521,1
4,1,34,0,2794,40,30,18,2,1,2,29,237.83179158063425,1
16,0,36,0,3762,53,18,16,3,1,2,30,226.39579612445937,1
0,0,34,0,0,0,0,0,4,1,2,45,0.0,1
17,0,37,0,3879,55,21,17,3,1,2,30,241.9408701867684,1
5,0,38,0,722,13,21,14,3,1,2,30,114.63253955394127,1
5,0,36,0,869,10,10,3,3,1,2,43,51.30256358434554,1
14,1,12,2,2502,36,15,9,3,1,1,30,161.8519391072291,1
19,0,32,0,765,42,7,12,2,1,2,26,67.25150332422041,1
4,0,14,0,1885,27,4,10,3,1,1,30,92.99675900587987,1
3,0,38,0,249,6,0,1,3,1,2,30,10.599972973397831,1
4,0,34,0,2079,42,52,31,3,1,2,30,294.76781218187637,1
25,1,35,0,1055,50,19,18,3,1,2,30,120.26022824612872,1
16,1,39,0,2758,53,50,36,4,1,2,45,197.42551591166804,1
9,0,35,0,2990,41,9,16,3,1,2,30,157.24,1
23,1,33,0,946,47,17,17,2,1,2,25,123.32521514882356,1
3,1,29,1,1210,37,195,10,2,2,1,28,867.0031788153298,1
9,0,36,0,633,17,14,9,2,1,2,28,84.84021189308133,1
0,1,7,0,1073,9,0,4,2,1,1,26,46.653094928961444,1
0,0,34,0,513,1,6,4,4,1,2,45,29.09786829272008,1
7,0,35,0,2265,51,52,33,3,1,2,30,301.87857809828193,1
9,0,36,0,2268,44,34,31,3,1,2,30,228.48,1
0,0,31,0,0,0,0,0,4,1,1,50,0.0,1
29,0,35,0,1286,54,25,19,3,1,1,30,154.6078974872134,1
4,0,36,0,722,11,15,10,2,1,2,27,94.0194812710677,1
2,0,35,0,508,4,11,5,3,1,1,40,48.615624280780565,1
4,0,39,0,305,6,7,2,2,1,2,25,46.083920967957354,1
5,0,32,0,305,6,7,2,3,1,2,30,40.44,1
0,0,3,0,1182,7,0,4,2,1,1,25,53.542830557456945,1
19,1,42,0,3614,57,30,23,3,1,2,30,267.16994103994324,1
6,0,30,0,5381,86,8,17,2,1,1,25,284.283487207773,1
5,1,34,0,1340,18,15,4,3,1,1,42,76.80913735965093,1
11,1,36,0,2579,46,32,28,3,1,2,40,158.1948547098392,1
0,0,30,0,0,0,0,0,4,1,1,50,0.0,1
10,0,33,0,5760,94,20,21,2,1,1,25,357.6868207006166,1
26,1,31,0,1260,48,17,18,2,1,2,26,131.20627132760293,1
10,0,32,0,3071,37,7,12,3,1,2,30,152.38343977591236,1
7,0,32,0,5513,89,16,21,2,1,1,25,324.4312550330944,1
28,1,39,0,1226,57,31,22,3,1,2,30,175.36482884861442,1
7,0,39,0,493,7,16,5,2,1,2,25,95.82539159665559,1
10,1,13,3,1856,27,12,11,3,1,1,30,126.66684828404655,1
28,1,35,0,1259,53,23,19,3,1,2,30,144.99354979384017,1
1,0,35,0,255,4,0,1,3,1,2,30,10.370751534371033,1
0,0,37,0,0,0,0,0,2,1,1,25,0.0,1
0,0,29,0,0,0,0,0,2,1,2,25,0.0,1
6,0,6,1,1792,19,0,8,3,1,1,30,72.95935270570045,1
0,0,29,0,0,0,0,0,2,1,2,25,0.0,1
20,0,33,0,837,48,18,19,2,1,2,25,125.10400906675267,1
0,0,34,0,0,0,0,0,3,1,2,30,3.3878681958859715,1
15,1,42,0,2631,53,50,36,4,1,2,45,193.23401897725827,1
15,1,39,0,3295,50,20,18,3,1,2,30,215.5466988011092,1
10,0,33,0,3040,39,9,14,3,1,1,30,160.94697918439815,1
5,0,38,0,933,13,16,6,4,1,2,45,63.65,1
0,0,34,0,0,0,0,0,2,1,2,25,0.0,1
0,0,36,0,742,12,40,8,3,1,2,44,121.31643170219556,1
13,0,37,0,2447,44,12,29,3,1,2,32,136.72610017392478,1
6,0,6,1,1792,19,0,8,3,1,1,30,75.26347355420951,1
6,0,30,0,5435,89,9,18,2,1,1,25,291.9802972385275,1
0,0,30,0,0,0,0,0,3,1,2,30,0.0,1
11,1,36,0,3173,46,19,20,3,1,2,30,205.61207286021718,1
9,0,36,0,2990,43,11,16,3,1,2,30,168.03921761262873,1
0,0,35,0,0,0,0,0,3,1,2,30,0.0,1
0,0,35,0,0,0,0,0,2,1,2,25,0.0,1
12,1,37,0,2706,52,42,32,3,1,2,36,228.52565863762078,1
12,0,25,1,2393,39,29,26,3,1,1,39,163.93798150163445,1
1,0,38,0,628,10,13,4,4,1,2,45,48.831191761449176,1
0,0,35,0,295,4,13,12,2,1,2,25,75.0009336686443,1
12,0,35,0,5808,97,25,23,2,1,1,25,379.00721085256475,1
0,0,34,0,0,0,0,0,2,1,2,25,0.0,1
0,0,6,0,1182,12,0,4,2,1,1,25,53.752644359660216,1
8,0,40,0,1126,20,22,8,3,1,2,39,100.14786265447901,1
11,0,30,0,584,29,4,10,2,1,2,29,40.87213355139819,1
4,0,33,0,2751,34,7,14,2,1,2,25,158.3497864338258,1
2,0,38,0,42,2,4,1,2,1,1,25,23.217431440786918,1
15,0,35,1,6042,98,28,26,2,1,1,25,406.4816237552892,1
0,0,32,0,0,0,0,0,3,1,2,30,0.0,1
0,0,37,0,133,3,2,2,3,1,2,30,14.979204111691164,1
8,0,35,0,2266,48,44,32,3,1,2,30,271.96094267102717,1
12,0,37,0,2418,46,21,29,3,1,2,37,138.55304210162026,1
13,0,34,1,5833,96,23,22,2,1,1,25,371.73268865296126,1
28,1,35,0,1263,53,23,19,3,1,1,30,145.94259427040646,1
1,0,39,0,222,4,7,4,3,1,2,30,38.38937430065043,1
21,0,37,0,1030,42,23,16,3,1,2,30,137.45554735453794,1
7,1,35,0,2584,35,0,17,2,1,2,29,105.21778368126746,1
17,0,35,1,6038,98,11,22,2,1,1,25,328.8706040175374,1
1,0,40,0,193,6,10,5,2,1,2,27,54.20232319689836,1
8,0,35,0,5212,87,4,9,2,1,1,25,260.08746341892964,1
17,0,21,0,1670,39,16,13,3,1,1,30,134.62180427083652,1
5,0,32,0,305,6,7,2,4,1,2,45,25.275,1
5,0,37,1,503,7,11,5,3,1,1,35,59.00618471548735,1
5,0,38,0,305,6,7,2,2,1,2,25,45.495,1
0,0,32,0,0,0,0,0,2,1,2,25,0.0,1
2,0,38,0,56,3,4,2,2,1,1,25,24.669654942729416,1
0,0,30,0,0,0,0,0,2,1,2,25,0.0,1
7,0,36,0,2050,42,28,29,3,1,1,30,197.58403665282341,1
14,0,36,0,1010,25,12,5,2,1,2,28,95.56374196246682,1
10,0,39,0,2970,46,17,18,3,1,2,30,188.66252460342494,1
5,0,37,0,2038,40,35,32,3,1,1,30,226.20469378995614,1
16,0,26,0,658,35,1,13,2,1,2,25,35.70759859811907,1
10,1,12,0,1530,24,13,7,3,1,1,30,115.07324877729,1
10,0,38,0,3063,43,17,19,3,1,1,30,194.1818987349379,1
0,0,31,0,0,0,0,0,4,1,1,52,0.0,1
5,0,36,0,305,6,7,2,2,1,2,25,45.495,1
20,0,31,0,557,40,0,16,2,1,2,28,25.0246277661016,1
5,0,39,0,305,6,7,2,2,1,2,25,45.495,1
11,0,37,0,3170,48,18,20,3,1,2,30,204.46692083799962,1
9,0,39,0,1108,24,24,11,3,1,2,42,95.46006690188095,1
16,0,26,0,650,35,1,14,2,1,2,25,37.1298911769195,1
0,0,31,0,0,0,0,0,3,1,2,30,0.0,1
0,0,33,0,0,0,0,0,2,1,2,25,0.0,1
8,1,33,0,2953,40,4,14,3,1,2,30,139.2458692130219,1
0,1,36,0,622,7,10,4,4,1,2,45,40.78585276424515,1
0,0,34,0,0,0,2,0,2,1,2,26,8.732224886409561,1
14,1,38,0,2573,50,41,33,4,1,2,45,168.075,1
9,0,35,0,2990,41,9,16,3,1,2,30,157.24,1
0,0,35,0,0,0,0,0,3,1,2,30,0.0,1
26,1,32,0,1089,45,11,14,2,1,2,29,91.8146778213034,1
5,0,31,0,5448,89,12,19,2,1,1,25,306.5590036530937,1
16,0,37,0,1091,36,20,13,3,1,2,37,98.418192432875,1
1,0,37,0,195,1,9,3,2,1,2,26,49.00319808164486,1
0,0,37,0,502,8,13,6,3,1,2,44,45.90784388584527,1
23,0,33,0,955,47,16,17,2,1,2,25,117.09,1
13,0,36,0,3179,41,7,14,3,1,2,30,158.88704004625282,1
0,0,38,0,0,0,5,0,2,1,2,25,23.299646894717608,1
25,1,33,0,1195,49,18,17,2,1,2,29,125.3029030949888,1
16,0,40,1,2636,52,46,35,4,1,1,45,184.49296510302716,1
15,0,22,0,1160,32,3,10,2,1,1,25,71.58860215628323,1
5,0,37,0,305,6,7,2,4,1,2,45,25.275,1
26,1,30,0,1260,47,15,18,2,1,2,25,126.93298654015446,1
3,0,21,0,1185,20,10,7,3,1,1,34,68.94210387159151,1
14,1,41,0,2663,53,57,37,4,1,2,45,211.76911068767853,1
0,0,34,0,425,6,14,14,3,1,2,30,73.57471480513065,1
9,0,44,0,563,15,21,8,3,1,2,30,110.59980838305793,1
0,0,30,0,2,0,0,0,2,1,2,25,0.13041641547456484,1
12,0,34,0,639,25,12,11,2,1,2,27,80.07632126491875,1
5,0,36,0,2771,36,10,17,2,1,2,25,170.93377074616075,1
5,0,38,0,305,6,7,2,2,1,2,25,45.495,1
0,0,33,0,0,0,0,0,3,1,2,30,0.0,1
18,0,33,0,713,38,15,17,2,1,1,25,99.81619595107807,1
8,0,15,2,1873,27,17,13,3,1,1,30,144.02812580238378,1
8,1,32,0,2889,36,0,12,2,1,2,27,125.70554572148185,1
0,0,32,0,0,0,0,0,4,1,2,45,0.0,1
0,0,36,0,0,0,0,0,3,1,2,30,0.0,1
31,0,36,0,1969,62,31,19,3,1,2,30,206.5081417683078,1
14,0,36,0,1010,24,12,5,2,1,2,28,95.70841759348447,1
0,0,35,0,0,0,0,0,3,1,2,30,0.0,1
10,0,13,3,1836,28,12,10,3,1,1,30,125.90425765160158,1
1,0,24,0,765,9,15,1,3,1,2,43,59.8682733832468,1
0,0,31,0,0,0,0,0,4,1,2,45,0.0,1
10,0,34,0,530,19,0,10,3,1,2,38,17.837309303575097,1
13,0,38,1,5890,98,32,26,2,1,1,25,414.57246059108394,1
0,0,37,0,116,2,3,2,2,1,2,28,19.198795851929304,1
8,0,19,1,1864,30,13,16,3,1,1,30,131.29081757907556,1
14,0,34,0,2463,43,9,26,3,1,1,30,138.9807260848714,1
10,0,14,3,1815,29,13,10,3,1,1,30,129.2015556616047,1
4,1,28,0,1382,40,199,14,2,2,1,25,963.1541775393628,1
0,0,39,0,583,11,16,8,3,1,2,44,57.07939533253799,1
6,0,43,0,297,11,17,3,3,1,2,30,81.19631782705505,1
17,0,30,0,650,40,8,14,2,1,2,25,70.82355846845645,1
4,1,30,0,2009,34,20,25,3,1,1,30,164.30577554845954,1
16,0,37,0,1036,32,27,19,3,1,2,30,150.99908748210723,1
7,0,35,0,2078,42,24,27,3,1,2,30,184.35985346428163,1
16,0,26,0,659,35,1,13,2,1,2,25,35.7505734563387,1
0,0,35,0,438,7,33,6,3,1,2,44,96.14014296979063,1
15,1,42,0,2624,53,50,35,4,1,2,45,192.7050884733832,1
4,0,39,0,306,6,7,3,2,1,2,26,48.15487379896187,1
16,0,38,0,1023,29,19,9,3,1,2,30,119.80097649911389,1
0,0,34,0,0,0,0,0,2,1,2,25,0.0,1
1,0,23,0,1944,24,0,10,2,1,1,26,86.48521338987912,1
12,0,31,0,2393,41,29,27,3,1,1,43,145.12751977142162,1
3,1,29,0,2604,33,0,10,2,1,2,25,118.48923771779423,1
14,1,39,0,2703,56,68,37,4,1,2,45,239.32249625966415,1
4,1,35,0,2779,38,21,18,2,1,2,27,209.14567969973805,1
5,0,31,0,2407,35,13,17,2,1,2,33,123.1224564195645,1
0,0,37,0,0,0,0,0,2,1,2,25,0.0,1
17,0,31,0,363,35,0,3,2,1,2,25,17.951604175227637,1
0,0,37,0,0,0,0,0,2,1,2,25,0.0,1
12,0,33,0,452,28,2,9,2,1,2,26,30.776881159335726,1
1,1,31,0,2609,31,0,11,2,1,2,25,118.81530623178284,1
12,0,34,0,235,26,2,13,2,1,2,26,23.322463120631603,1
12,0,34,0,2573,45,34,32,3,1,2,33,220.65334023922094,1
1,0,41,0,82,2,9,3,2,1,2,25,48.2248702545182,1
20,0,30,0,840,42,17,17,2,1,2,25,119.75537195278979,1
12,0,33,0,2573,44,33,32,3,1,2,30,236.0850883946594,1
7,1,33,0,5283,85,6,13,2,1,1,25,271.8533358915552,1
22,1,33,0,1984,52,26,21,3,1,2,30,187.0353054634264,1
25,1,33,0,1065,46,16,16,3,1,2,30,110.41437371280472,1
3,0,33,0,517,8,0,4,3,1,2,40,15.643649764672821,1
13,1,41,0,2526,53,48,36,3,1,2,44,188.98099791136082,1
9,0,35,0,2391,43,25,25,3,1,2,40,134.27284019039513,1
0,0,35,0,0,0,0,0,2,1,2,25,0.0,1
0,1,38,0,601,9,13,6,4,1,2,45,49.42640477948098,1
0,0,37,0,0,0,0,0,2,1,1,25,0.0,1
19,0,33,0,826,48,21,19,2,1,2,25,133.25380940814736,1
7,0,39,1,496,9,13,5,2,1,1,27,80.61994164008408,1
9,0,37,0,2250,45,37,32,3,1,2,30,240.2168302235629,1
7,1,35,0,2582,34,0,16,2,1,2,29,106.86361625690549,1
0,0,35,0,0,0,0,0,2,1,2,25,0.0,1
0,0,7,0,1182,13,0,5,2,1,1,25,53.809574773437745,1
5,1,36,0,305,6,7,2,3,1,2,30,40.44,1
5,0,30,0,5240,84,4,13,2,1,1,25,259.1943789564694,1
4,0,39,0,466,11,24,6,2,1,2,32,100.57971070646204,1
12,0,34,0,721,28,17,17,2,1,1,27,105.1509448191515,1
11,0,35,0,2468,40,6,24,2,1,2,28,130.97297036856884,1
6,0,34,0,5304,90,9,17,2,1,1,25,283.80019304432926,1
0,0,37,0,0,0,0,0,2,1,1,25,0.0,1
26,0,37,0,1221,55,30,24,2,1,2,29,178.3598701629225,1
5,1,36,0,305,6,7,2,3,1,2,30,40.44,1
10,0,37,0,2306,45,37,32,3,1,1,30,243.11517916356524,1
3,1,8,0,1489,18,0,6,3,1,1,30,61.95677064040161,1
0,0,40,0,0,0,8,0,2,1,2,25,38.36364879422793,1
9,0,31,0,3044,37,7,12,3,1,2,30,151.26118229731995,1
0,0,34,0,0,0,0,0,3,1,2,30,0.0,1
6,0,41,0,484,13,18,6,2,1,2,25,103.81056128371266,1
0,0,39,0,83,5,7,5,2,1,1,29,33.947142026886844,1
25,1,35,0,1056,50,18,17,3,1,2,30,119.29732903859558,1
21,0,34,0,1145,40,22,16,2,1,2,26,151.79898049677195,1
6,0,29,0,5457,88,9,18,2,1,1,25,292.8104239237719,1
0,0,28,0,1242,24,1,25,2,1,2,29,58.372040023891586,1
0,0,30,0,0,0,0,0,4,1,1,53,0.0,1
2,0,29,0,2415,30,7,12,2,1,2,29,117.10665946960998,1
0,0,7,0,1441,16,0,5,3,1,1,30,58.32402038935301,1
13,0,36,0,3376,47,15,16,3,1,1,30,197.3463685616563,1
0,0,34,0,0,0,0,0,2,1,2,25,0.0,1
3,0,38,0,216,5,2,2,3,1,1,30,20.479127602886017,1
0,0,34,0,0,0,0,0,2,1,2,25,0.0,1
20,0,26,0,999,39,7,11,2,1,1,25,78.30853486861001,1
0,0,34,0,0,0,1,0,3,1,2,30,5.8751996592903515,1
7,0,39,1,497,10,12,5,2,1,1,29,71.75717638524796,1
1,0,34,0,432,8,0,1,3,1,2,42,11.972771313427874,1
12,0,36,0,5812,98,26,24,2,1,1,25,383.7728040745661,1
14,0,38,0,2573,50,41,33,4,1,2,45,168.075,1
0,0,23,0,0,0,0,0,2,1,1,25,0.0,1
0,0,32,0,0,0,0,0,2,1,2,25,0.0,1
11,0,38,0,3016,45,15,17,3,1,1,30,185.11433364232082,1
8,0,38,0,1035,17,27,18,3,1,2,31,148.71286127522902,1
3,0,39,0,1021,13,19,6,4,1,2,45,74.5354640927271,1
20,0,32,0,833,46,19,19,2,1,2,25,126.25111629668584,1
0,0,40,0,0,0,6,0,2,1,2,25,31.324431892314127,1
10,0,34,0,5774,95,22,22,2,1,1,25,364.8921514196997,1
15,0,38,0,2602,51,43,33,4,1,1,45,175.0544509712337,1
5,0,38,0,305,6,7,2,2,1,2,25,45.495,1
8,0,38,0,2219,46,39,33,3,1,2,30,247.19671228089396,1
4,0,36,0,933,11,13,5,4,1,2,45,57.267664087740854,1
1,0,40,0,628,12,16,4,4,1,2,45,56.99096318127045,1
6,0,30,0,5416,90,9,18,2,1,1,25,288.97473880018975,1
4,0,30,0,5287,86,6,17,2,1,1,25,273.204202132912,1
3,0,20,0,1758,26,11,15,3,1,1,30,118.10392235684286,1
12,0,34,0,826,20,4,6,3,1,2,36,38.74454016731753,1
28,1,35,0,1274,53,24,19,3,1,2,30,152.10780779475954,1
0,0,7,0,1327,14,1,4,2,1,1,28,62.33170940146835,1
12,1,39,0,2756,51,39,31,3,1,2,38,193.7757560394047,1
13,0,37,1,5852,98,30,25,2,1,1,25,404.36451067304495,1
7,0,35,0,751,19,6,5,3,1,2,39,42.451228287705185,1
12,1,34,1,2335,45,37,31,3,1,1,30,245.91702382855402,1
2,0,37,0,236,5,1,1,2,1,2,28,18.079114889598532,1
5,0,10,1,1710,23,8,8,3,1,1,30,102.8450550486454,1
2,0,33,0,571,9,4,3,3,1,2,42,27.58122522909045,1
0,0,36,0,6,3,6,4,2,1,2,29,29.22241082383978,1
7,0,37,0,814,24,20,12,3,1,2,39,87.77575163334726,1
28,0,35,0,1269,53,23,19,3,1,1,30,148.1904598452501,1
6,0,31,0,5399,90,9,18,2,1,1,25,288.9124759419761,1
13,0,36,0,1048,29,34,19,3,1,2,30,180.68596099085835,1
0,0,36,0,628,7,9,4,4,1,2,45,38.375,1
5,0,35,0,2776,36,9,16,2,1,2,26,163.67780336744065,1
11,0,27,0,397,27,1,8,2,1,2,25,23.210684306857218,1
6,0,42,0,927,18,24,7,4,1,2,45,83.66002314205873,1
5,0,38,0,305,6,7,2,2,1,2,25,45.495,1
0,0,34,0,0,0,0,0,2,1,2,25,0.0,1
14,1,37,0,3295,47,16,18,3,1,2,30,197.68,1
0,0,35,0,296,4,13,11,2,1,2,25,72.46518890302214,1
16,0,41,1,2612,54,47,34,4,1,1,45,184.1858470396243,1
26,1,32,0,1077,46,12,14,3,1,2,30,95.02115494042214,1
17,0,27,0,564,38,0,11,2,1,2,25,27.12286638243522,1
21,0,33,0,547,40,0,17,2,1,2,29,24.038604962485447,1
12,0,36,0,5797,98,26,24,2,1,1,25,385.31244747175674,1
2,0,36,0,433,7,10,9,3,1,2,30,59.39448796690179,1
8,0,39,0,2223,48,42,35,3,1,2,30,259.286500150441,1
0,0,3,0,1092,9,0,1,2,1,1,25,49.62624807627803,1
5,0,35,0,305,6,7,2,3,1,2,30,40.44,1
4,0,9,0,1733,22,7,7,3,1,1,30,98.92094565798914,1
0,0,24,0,1256,22,2,21,3,1,1,30,60.64329097409466,1
1,0,34,0,318,2,3,2,4,1,2,45,16.263108599456146,1
9,0,36,0,2990,43,11,16,3,1,2,30,169.03965613206853,1
18,0,31,0,650,41,9,15,2,1,2,25,71.595,1
5,0,39,0,305,6,7,2,2,1,2,25,45.495,1
0,0,39,0,85,5,7,5,2,1,1,29,34.644726840228955,1
0,0,34,0,513,1,2,3,4,1,2,45,19.42770698363168,1
7,0,35,0,2690,36,4,8,2,1,2,27,134.58264748261553,1
5,0,38,0,933,13,16,6,4,1,2,45,64.39571112224125,1
7,0,12,2,1788,28,14,13,3,1,1,30,131.32003826293894,1
6,1,10,1,1770,23,7,8,3,1,1,30,99.7689022949722,1
0,0,30,0,0,0,0,0,3,1,2,30,0.0,1
0,0,36,0,127,2,1,2,2,1,2,29,9.837646124716505,1
7,0,36,0,2074,42,25,28,3,1,1,30,186.45448330827847,1
7,0,36,0,797,22,15,9,3,1,2,38,67.0028520917328,1
0,0,35,0,0,0,0,0,2,1,2,25,0.0,1
6,0,34,0,2226,41,30,29,3,1,2,30,212.7376995276423,1
10,0,20,2,2039,34,21,17,3,1,1,30,167.4811017068507,1
0,0,36,0,742,12,39,8,3,1,2,43,120.88813542883734,1
27,0,32,0,1260,50,19,18,2,1,2,27,136.91341322750907,1
3,0,38,0,267,6,2,1,3,1,2,35,15.414187083565821,1
21,0,30,0,857,46,11,15,2,1,2,25,91.58291151092995,1
17,0,29,0,536,35,0,11,2,1,2,25,25.73027726934096,1
29,1,39,0,1260,58,29,19,3,1,2,30,172.61834663035262,1
5,0,32,0,305,6,7,2,4,1,1,54,15.433026521616517,1
0,0,37,0,502,9,12,6,3,1,1,44,46.01767665711195,1
3,1,31,0,2583,29,0,10,2,1,2,25,117.60840871915096,1
5,0,35,0,2390,32,3,4,3,1,2,31,101.91791638349922,1
4,1,5,0,1521,15,5,3,3,1,1,30,82.74525165517339,1
3,0,8,0,1488,18,0,6,3,1,1,30,60.969739680497234,1
5,0,39,0,305,6,7,2,2,1,2,25,45.495,1
18,1,39,0,3272,57,40,29,3,1,2,40,213.20000820814093,1
6,0,40,0,933,16,20,6,4,1,2,45,73.95383971334599,1
16,1,38,0,2760,52,50,36,4,1,2,45,196.4807434672966,1
5,0,34,0,305,6,7,2,3,1,2,30,40.44,1
7,1,33,0,2590,40,18,20,2,1,2,33,140.72198710028817,1
6,1,34,0,2590,35,0,15,2,1,2,28,108.6352018613267,1
8,1,34,0,2989,40,8,15,3,1,2,30,157.1270503661949,1
10,0,32,0,525,20,0,7,2,1,2,33,20.194879331379546,1
1,0,7,0,1397,14,0,3,2,1,1,27,60.289105817840195,1
13,0,35,1,5825,97,24,23,2,1,1,25,377.6314283871986,1
3,0,35,0,302,5,8,4,2,1,2,25,51.84769637070218,1
0,0,34,0,0,0,0,0,3,1,2,30,0.0,1
9,0,36,0,2268,44,34,31,3,1,2,30,228.48,1
28,0,35,0,1260,53,23,19,3,1,2,30,144.52,1
8,0,19,0,1666,20,12,5,3,1,1,34,97.73150654447703,1
17,1,39,0,3658,56,25,21,3,1,2,30,252.4199554828998,1
12,0,33,0,2514,46,31,29,3,1,2,30,228.65678517806023,1
14,1,37,0,3295,47,16,18,3,1,2,30,197.68,1
4,0,37,0,438,7,5,3,3,1,2,32,40.59224883953153,1
0,1,33,0,0,0,0,0,2,1,2,25,0.0,1
25,1,33,0,1196,49,18,17,2,1,2,29,124.49133056739464,1
11,1,37,0,2452,49,44,35,3,1,2,30,276.69254874262214,1
2,0,36,0,736,12,28,13,3,1,2,35,116.54720279775295,1
3,0,16,0,1888,28,7,12,3,1,1,30,106.13375279737437,1
0,0,41,0,0,0,8,0,2,1,2,25,36.0,1
14,1,37,0,3294,47,16,18,3,1,2,30,198.16643860793963,1
14,0,40,0,2546,52,45,35,4,1,2,45,179.28288723017207,1
20,0,31,0,838,42,18,18,2,1,2,25,121.62881055938448,1
23,1,33,0,944,47,17,17,2,1,2,25,124.94409956421005,1
20,0,32,0,554,41,0,17,2,1,2,28,24.473815022493437,1
0,0,34,0,0,0,0,0,4,1,2,45,0.0,1
6,1,9,1,1753,23,7,7,3,1,1,30,99.06386627306782,1
0,0,36,0,2,1,17,1,2,1,2,26,77.11410047564445,1
4,0,40,0,632,17,15,4,3,1,2,42,58.19878159086433,1
11,0,33,0,749,30,31,18,3,1,2,30,157.35500491474204,1
9,0,36,0,2696,36,6,3,2,1,2,29,136.8654013328684,1
0,0,35,0,0,0,0,0,3,1,2,30,0.0,1
8,0,31,0,5552,89,13,18,2,1,1,25,312.8222133967261,1
4,0,34,0,4956,83,0,10,2,1,1,25,227.7909424873115,1
1,1,16,0,1280,15,6,7,3,1,1,33,66.162157903127,1
5,0,8,1,1667,19,8,9,3,1,1,30,102.22228487628836,1
8,0,42,0,706,16,21,11,3,1,2,30,115.96130813427811,1
15,1,40,0,2728,57,59,37,4,1,2,45,219.27235215308332,1
0,0,29,0,0,0,0,0,2,1,2,25,0.0,1
0,0,37,0,0,0,0,0,2,1,2,25,0.0,1
6,0,31,0,5338,84,7,17,2,1,1,25,277.15416626020044,1
2,1,20,0,1353,19,8,7,2,1,1,32,78.79260322034047,1
11,1,36,0,2455,46,43,34,3,1,2,30,273.72328614710773,1
6,0,35,0,2066,37,29,29,3,1,2,30,203.13555502822223,1
9,0,39,0,2228,47,41,34,3,1,2,30,255.27852338310169,1
0,0,37,0,406,3,12,7,3,1,2,43,44.3074201590467,1
10,0,34,0,5776,95,22,22,2,1,1,25,365.85120344805404,1
18,1,38,0,3725,54,22,18,3,1,1,30,242.03067810745256,1
5,0,11,0,1790,21,3,11,3,1,1,30,85.28962448695758,1
6,1,9,1,1762,23,7,7,3,1,1,30,99.41915447591877,1
11,0,39,0,2993,46,16,17,3,1,1,30,188.85588913162968,1
2,0,36,0,737,12,29,13,3,1,2,36,116.97701734545058,1
5,0,10,1,1653,24,9,9,3,1,1,30,106.79672267750718,1
7,1,30,0,2966,35,0,14,2,1,2,25,138.66638429866478,1
9,0,36,0,3059,41,15,17,3,1,2,30,185.1136323590338,1
14,1,42,0,2548,54,49,35,4,1,2,45,187.5848836751711,1
5,0,39,0,305,6,7,2,2,1,2,25,45.495,1
8,1,33,0,2877,35,0,12,2,1,2,25,130.00891492754866,1
0,0,34,0,0,0,0,0,2,1,2,25,0.0,1
15,1,39,0,3295,50,20,18,3,1,2,30,214.44677196871993,1
13,0,39,0,941,30,20,10,3,1,2,37,97.11531595310838,1
3,0,36,0,435,7,9,7,3,1,2,30,53.86655416608003,1
17,0,29,0,650,39,6,14,2,1,2,25,60.531993009809696,1
0,0,35,0,0,0,0,0,2,1,2,25,1.2588984252971587,1
3,0,35,0,747,20,41,10,3,1,2,41,137.9287877538873,1
0,0,37,0,0,0,0,0,2,1,2,25,0.0,1
8,1,32,0,2948,39,4,13,3,1,2,30,136.8343128882875,1
12,0,33,0,2573,44,33,32,3,1,2,31,229.48126510962112,1
0,0,30,0,0,0,0,0,3,1,2,30,0.0,1
16,0,39,1,2632,52,45,34,4,1,1,45,181.96227600023508,1
12,1,14,3,2383,36,29,25,3,1,1,30,215.08771333671538,1
9,1,37,0,2967,43,13,18,3,1,2,30,172.45375566121683,1
0,0,34,0,0,0,0,0,2,1,2,25,0.0,1
3,0,36,0,873,11,7,6,3,1,2,39,46.72758976810708,1
22,0,30,0,859,43,3,13,2,1,2,25,55.73769789366622,1
6,0,34,0,2208,41,29,29,3,1,2,30,206.18003948388002,1
0,0,34,0,0,0,0,0,3,1,2,30,0.0,1
2,0,30,0,1992,29,9,19,2,1,2,27,125.0170210482296,1
5,0,35,0,305,6,7,2,2,1,2,29,40.88416515317713,1
12,1,33,0,3295,43,10,17,3,1,2,30,176.744212262184,1
6,0,42,0,933,18,23,6,4,1,2,45,83.13095735785396,1
1,0,40,0,628,12,16,4,4,1,2,45,56.94164328232633,1
5,0,34,0,305,6,7,2,2,1,2,25,45.495,1
